ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,2015076,12771180,Josef Hemelík,Kompenzace slev z jízdného ve veřejné osobní dopravě za 10-12/2015,29854,2015-12-31,2017-12-20,5192,FD1503759,
66003008,2150000924,1528475,"StiBus, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,6761,2015-12-31,2017-12-20,5192,FD1503841,
66003008,116,2167514,BUDOS - BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 12/2015,16144,2015-12-31,2017-12-20,5192,FD1503845,
66003008,2015841,25947249,P-transport s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-12/2015,399087,2016-01-01,2017-08-02,5192,FD1600147,
66003008,2016202,27289974,"Autobusy KAVKA, a.s.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,128522.31,2016-12-06,2017-01-25,5192,FD1603542,
66003008,10160049,25599089,"ASPRA, a.s.",provozní podpora aplikace RPSD za 11/2016,75625,2016-12-13,2017-02-08,5168,FD1603811,
66003008,500015141,70890293,Institut pro veřejnou správu Praha,Seminář - P. Tomková,1190,2016-11-10,2017-01-06,5167,FD1603822,
66003008,500014394,70890293,Institut pro veřejnou správu Praha,"Seminář V. Bozděch, K. Hocková, J. Kudová, M. Rydval, L.Komárek",7140,2016-11-10,2017-01-19,5167,FD1603848,
66003008,21611137,62932632,Český institut interních auditorů,"Školení Káninská R., J.Novák",5324,2016-12-15,2017-01-12,5167,FD1603859,
66003008,9607980,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,Seminář L. Zborníková,2490,2016-12-15,2017-01-05,5167,FD1603896,
66003008,1314160339,25497987,ČSAD  Česká Lípa  a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,54038.53,2016-12-14,2017-01-23,5192,FD1603925,
66003008,3711600524,47676795,AutoCont CZ a.s.,"Zajištění podpory, provozu a rozvoje spisové služby ACTA za 11/2016",52706,2016-12-15,2017-02-03,5168,FD1603928,
66003008,201600087,28914244,"Lektora, s.r.o.",Školení T. Čoček,8000,2016-12-20,2017-01-09,5167,FD1603931,
66003008,160114503,49702891,FLY UNITED s.r.o.,letenka - p. Vokatý Tomáš 0001,22489,2016-12-22,2017-02-06,5173,FD1603933,
66003008,7101600598,48533076,Tourbus a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,148607.20,2016-12-15,2017-01-23,5192,FD1603936,
66003008,1049,63496283,"Znojemská dopravní společnost - PSOTA, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,65389.77,2016-12-20,2017-01-23,5192,FD1603937,
66003008,2991601356,4356683,GW BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 10/2016,91141,2016-12-20,2017-01-23,5192,FD1603938,
66003008,2991601363,4356683,GW BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,87532,2016-12-21,2017-01-23,5192,FD1603939,
66003008,1089154,13690965,"Hicon, spol.s r.o.",registrační značky,3913.14,2016-12-14,2017-01-10,5139,FD1603940,
66003008,1089155,13690965,"Hicon, spol.s r.o.",registrační značky,10435.04,2016-12-16,2017-01-10,5139,FD1603941,
66003008,1089156,13690965,"Hicon, spol.s r.o.",registrační značky,9223.83,2016-12-20,2017-01-13,5139,FD1603942,
66003008,16122243,45786259,NESS Czech s.r.o.,uveřejnění formuláře v elektronické podobě,269.10,2016-12-27,2017-01-10,5169,FD1603949,
66003008,16016257,27204987,1. VOX a.s.,Školení Adamčíková L.,4344,2016-12-21,2017-01-09,5167,FD1603950,
66003008,1160178,26039702,JH BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,34535,2016-12-27,2017-01-23,5192,FD1603952,
66003008,2161111086,64948251,ALTRON a.s.,Součinnost při opravách rozvodny MD,4962.21,2016-12-23,2017-01-23,5171,FD1603954,
66003008,2016121603,24789585,Šupito s.r.o.,Překlad textu,4297.90,2016-12-21,2017-03-21,5169,FD1603955,
66003008,272016,64571513,Vendula Maldonado,Tlumočení,3000,2016-11-02,2017-01-11,5169,FD1603956,
66003008,1089157,13690965,"Hicon, spol.s r.o.",registrační značky,4378.99,2016-12-22,2017-01-16,5139,FD1603958,
66003008,1089158,13690965,"Hicon, spol.s r.o.",registrační značky,3260.95,2016-12-22,2017-01-16,5139,FD1603959,
66003008,2151601277,46905952,"ČSAD Tišnov, spol.s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2016,1671,2016-12-27,2017-01-25,5192,FD1603960,
66003008,16532,26206846,Lékařský dům v Mezibranské s.r.o.,lékařské prohlídky za 4.Q 2016,33613.50,2016-12-23,2017-01-11,5169,FD1603961,
66003008,130170236,27502988,SUS Královehradeckého kraje a.s.,údržba silnic I. třídy za 11/2016,6650616.14,2016-12-16,2017-01-16,5171,FD1603962,
66003008,2016764,28005872,Klatovská dopravní společnost s.r.o.,DOBROPIS - Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-11/2015,-381963,2016-12-27,2017-01-17,2324,FD1603971,
66003008,2016764,28005872,Klatovská dopravní společnost s.r.o.,DOBROPIS - Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-11/2015,0,2016-12-27,2017-01-17,2391,FD1603971,
66003008,2016764,28005872,Klatovská dopravní společnost s.r.o.,DOBROPIS - Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-11/2015,-112808,2016-12-27,2017-01-19,2324,FD1603971,
66003008,2016764,28005872,Klatovská dopravní společnost s.r.o.,DOBROPIS - Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-11/2015,0,2016-12-27,2017-01-19,2391,FD1603971,
66003008,131640924,28510011,"Komtern Čechy, s.r.o.",opravy technologického zařízení plyn. kotelny za 12/2016,5833,2016-12-31,2017-01-31,5171,FD1603974,
66003008,131640912,28510011,"Komtern Čechy, s.r.o.",opravy technologického zařízení plyn. kotelny za 12/2016,13082.52,2016-12-31,2017-01-31,5169,FD1603975,
66003008,90061485,25145444,ICZ a.s.,úpravy neveřejné části k IS CRV za 12/2016,3260345,2016-12-30,2017-02-08,6111,FD1603977,
66003008,122016,74852973,Jihlová Danuše,služby v oblasti administrativní správy za 12/2016,28800,2016-12-29,2017-01-11,5169,FD1603979,
66003008,21600579,25212079,Marbes consulting s.r.o.,podpora systému HelpDesk za 10-12/2016,9075,2016-12-31,2017-01-27,5168,FD1603980,
66003008,1601055,44333790,Ondřej Staněk,tlumočení,4990,2016-12-17,2017-01-11,5169,FD1603981,
66003008,4089864047,27916693,CCS Česká společnost pro platební karty s.r.o.,INKASO - za nákup a služby za 12/2016 - částečné inkaso,3388,2016-12-31,2017-01-16,5139,FD1603982,
