ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,17038,26169746,"PERGO, s.r.o.",interní audit QMS,8228,2017-11-06,2018-01-24,5169,FD1702693,
66003008,1231712853,70994226,"České dráhy, a.s.",vllakové jízdenky,7815,2017-11-08,2018-01-12,5173,FD1703358,
66003008,201700047,28914244,"Lektora, s.r.o.",Školení MS Office,75000,2017-11-13,2018-02-19,5167,FD1703426,
66003008,500021481,70890293,Institut pro veřejnou správu Praha,"seminář - Ing. Kališ, Mgr. Kozák, Osohová",3870,2017-11-27,2018-02-12,5167,FD1703540,
66003008,170101005,64448592,Aktuální paragrafy  JUDr. Pavel Chládek,seminář - Mgr. Šefrnová,2366,2017-11-28,2018-01-24,5167,FD1703579,
66003008,102017,72611863,Daniel Mrázek,služby za provedné práce za 10-11/2017,115192,2017-12-06,2018-01-08,5168,FD1703741,
66003008,90067306,25145444,ICZ a.s.,Tech. a bez. dohled pro kopii CRŘ umístěnou ve veřejné datové síti za 11/2017,416216,2017-12-07,2018-01-09,5168,FD1703801,
66003008,470199,22844163,"Institut pro správu dokumentů, z.s.",seminář - Kutílková PhD.,1802.90,2017-11-22,2018-01-05,5167,FD1703814,
66003008,21705088,25793349,SUDOP PRAHA a.s.,"meziregionální dopravní proudy silničních vozidel do 3,5 t na dálniční sét-zpracování výstupu z dopravního modelu pro současný stav",72600,2017-12-15,2018-01-12,5166,FD1703886,
66003008,9707901,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,seminář - Ing. Čechlovský,2790,2017-12-14,2018-01-12,5167,FD1703906,
66003008,171101001,26954770,"AQE advisors, a.s.",seminář -Ing. Mgr. Adamčíková,2407.90,2017-12-12,2018-01-12,5167,FD1703910,
66003008,201700066,28914244,"Lektora, s.r.o.","Školení MS Word, MS Exel",87500,2017-12-15,2018-01-12,5167,FD1703911,
66003008,3714003884,2346826,"Czech News Center, a.s.",inzerce,21103,2017-12-12,2018-01-12,5169,FD1703914,
66003008,1314170354,25497987,ČSAD  Česká Lípa  a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2017,37330.40,2017-12-14,2018-01-11,5192,FD1703916,
66003008,3711700517,47676795,AutoCont CZ a.s.,Služby uživatelské a aplikační podpory ACTA za 11/2017,52707.60,2017-12-08,2018-02-12,5168,FD1703917,
66003008,2051700177,25095251,"Okresní autobusová doprava Kolín, s.r.o.",Kompenzace slev z jízdného ve veřejné osobní dopravě za 10-11/2017,2393.31,2017-12-14,2018-01-11,5192,FD1703918,
66003008,170100174,28408527,K Servis Bohemia s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2017,95300,2017-12-01,2018-01-15,5192,FD1703921,
66003008,91370132,28360010,TD BUS a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2017,493855,2017-12-19,2018-01-15,5192,FD1703922,
66003008,10170036,25599089,"ASPRA, a.s.",Provozní podpora aplikace RPSD,75625,2017-12-14,2018-02-15,5168,FD1703925,
66003008,9710582,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,"seminář - Mgr.Mareš, Mgr.Romanová",5380,2017-12-19,2018-01-18,5167,FD1703926,
66003008,170100052,29120471,LEXTRANS BUS s.r.o.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 1-11/2017,19657,2017-12-19,2018-01-17,5192,FD1703927,
66003008,9710572,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,seminář - Ing. Tesařová,2790,2017-12-19,2018-01-18,5167,FD1703929,
66003008,65121756,177041,ŠKODA AUTO a.s.,nájem vozidla,24213,2017-12-15,2018-01-16,5164,FD1703930,
66003008,9001721060,25945408,ARRIVA VÝCHODNÍ ČECHY a.s.,Kompenzace slev z jízdného ve veřejné osobní dopravě za 11/2017,336882.80,2017-12-15,2018-01-11,5192,FD1703931,
66003008,179114303,49702891,FLY UNITED s.r.o.,letenka  - Majovská Barbara 0682,8050,2017-12-12,2018-02-05,5173,FD1703933,
